iteration,weighted_content,weighted_style,weighted_tv,weighted_total
1,26.611249923706055,1940.33984375,9.567054348735837e-07,1966.9510498046875
2,17.622220993041992,1129.4434814453125,1.6683085846125323e-07,1147.065673828125
3,17.40338706970215,265.00311279296875,8.973514553645145e-08,282.406494140625
4,14.795330047607422,147.30897521972656,7.526953993419738e-08,162.10430908203125
5,14.803234100341797,235.0725555419922,6.478339997784133e-08,249.87579345703125
6,18.660280227661133,96.4967269897461,6.724383183609461e-08,115.1570053100586
7,16.329036712646484,126.255126953125,7.336851837180802e-08,142.58416748046875
8,17.272239685058594,147.93505859375,6.754988390866856e-08,165.20730590820312
9,14.883594512939453,36.43315124511719,6.777317906880853e-08,51.31674575805664
10,16.547761917114258,43.718017578125,6.092982118843793e-08,60.265777587890625
11,20.140214920043945,120.96598815917969,5.824185933533954e-08,141.106201171875
12,19.202301025390625,93.7881851196289,6.893100135130226e-08,112.99048614501953
13,21.353954315185547,76.96820068359375,8.59619504467446e-08,98.32215881347656
14,17.90434455871582,48.9493408203125,7.169219884417544e-08,66.85368347167969
15,13.569173812866211,58.148841857910156,5.6009870519346805e-08,71.718017578125
16,13.750510215759277,78.6644058227539,6.345376135641345e-08,92.4149169921875
17,15.619145393371582,116.4609375,5.982396089621034e-08,132.080078125
18,12.214652061462402,79.38525390625,5.30094332873432e-08,91.59990692138672
19,22.2952823638916,57.14507293701172,6.458219559135614e-08,79.44035339355469
20,10.439162254333496,186.1572265625,5.441866690603092e-08,196.5963897705078
21,20.685026168823242,203.99581909179688,5.542874248476437e-08,224.68084716796875
22,14.63650894165039,31.370885848999023,6.212349745737811e-08,46.00739288330078
23,18.94603157043457,359.50390625,5.874735009570031e-08,378.449951171875
24,13.576971054077148,71.9144287109375,6.73541222795393e-08,85.49140167236328
25,13.628715515136719,70.5576400756836,6.478200731407924e-08,84.18635559082031
26,16.052824020385742,60.503578186035156,8.31254425293082e-08,76.55640411376953
27,21.39024543762207,88.93413543701172,7.461514428541705e-08,110.32437896728516
28,12.500173568725586,45.44450759887695,7.033028737168934e-08,57.944679260253906
29,12.077241897583008,99.96633911132812,7.055261619370867e-08,112.0435791015625
30,15.140345573425293,31.07815170288086,7.97798307416997e-08,46.21849822998047
31,16.692895889282227,184.8865966796875,7.810455571188868e-08,201.57949829101562
32,16.602397918701172,85.2684326171875,7.78438078441468e-08,101.87083435058594
33,11.666842460632324,52.1876335144043,6.065804569743705e-08,63.85447692871094
34,16.331689834594727,33.34254455566406,6.858514467467103e-08,49.674232482910156
35,12.353605270385742,70.51094818115234,6.881607816922042e-08,82.86455535888672
36,14.35928726196289,111.93167114257812,6.759155013469353e-08,126.29095458984375
37,17.19135856628418,150.47543334960938,7.341316177189583e-08,167.6667938232422
38,14.405570983886719,43.48735427856445,7.04555134234397e-08,57.89292526245117
39,16.824623107910156,75.40521240234375,7.508732835503906e-08,92.2298355102539
40,11.046515464782715,20.402149200439453,5.844639971996912e-08,31.448665618896484
41,19.90926170349121,33.069007873535156,7.717828509612445e-08,52.978271484375
42,16.10316276550293,67.1543960571289,6.612445702103287e-08,83.25756072998047
43,12.144691467285156,47.914039611816406,5.7838086320316506e-08,60.05873107910156
44,12.79098892211914,64.65022277832031,6.93284718522591e-08,77.44120788574219
45,16.179901123046875,32.330711364746094,6.664306795300945e-08,48.51061248779297
46,20.12506103515625,69.38532257080078,6.67636541606953e-08,89.51038360595703
47,14.089600563049316,54.4019660949707,6.249990747164702e-08,68.49156951904297
48,11.776464462280273,214.75283813476562,5.906498046215347e-08,226.529296875
49,14.990120887756348,25.96832275390625,6.469865354574722e-08,40.95844268798828
50,16.996475219726562,189.09461975097656,6.162904497841737e-08,206.09109497070312
51,12.736417770385742,50.92900085449219,6.553502629458308e-08,63.66542053222656
52,11.96146011352539,93.000244140625,5.8410257963714685e-08,104.96170043945312
53,11.163146018981934,20.1467342376709,6.146094477799124e-08,31.309879302978516
54,16.188508987426758,26.087142944335938,7.701942905669057e-08,42.27565002441406
55,16.705747604370117,51.6309928894043,8.268418838497382e-08,68.33673858642578
56,12.721920013427734,148.13955688476562,6.654460094068781e-08,160.86148071289062
57,15.435903549194336,38.91752624511719,7.780243294064348e-08,54.353431701660156
58,12.792070388793945,70.8594741821289,7.267684054568235e-08,83.65154266357422
59,13.396783828735352,42.311431884765625,7.431987114614458e-08,55.708213806152344
60,17.41311264038086,665.208740234375,8.034044896021442e-08,682.621826171875
61,16.602190017700195,104.39480590820312,8.732313006021286e-08,120.99699401855469
62,15.243391990661621,162.16610717773438,8.324225575506716e-08,177.4095001220703
63,13.709319114685059,47.11507797241211,8.158110631484305e-08,60.824398040771484
64,13.841848373413086,33.807891845703125,7.827040349184244e-08,47.649742126464844
65,16.499881744384766,86.07939147949219,9.52036813828272e-08,102.57926940917969
66,18.615877151489258,35.93968200683594,8.754432911928234e-08,54.55555725097656
67,14.038222312927246,63.429412841796875,8.260240491608783e-08,77.46763610839844
68,14.570538520812988,113.39662170410156,7.111016486760491e-08,127.9671630859375
69,16.14541244506836,103.32698059082031,8.201551082720471e-08,119.47239685058594
70,18.569238662719727,97.2169189453125,8.240309767870713e-08,115.7861557006836
71,13.332235336303711,20.716529846191406,7.277108693415357e-08,34.04876708984375
72,13.238725662231445,90.45405578613281,7.702174542600915e-08,103.69277954101562
73,19.41659164428711,77.13328552246094,9.772716680345184e-08,96.54988098144531
74,15.362112998962402,68.39198303222656,8.334461654158076e-08,83.75409698486328
75,12.423402786254883,26.81954574584961,7.699388504534e-08,39.242950439453125
76,12.313867568969727,255.200927734375,7.547080826952879e-08,267.5148010253906
77,16.901700973510742,112.20426940917969,8.711953114470816e-08,129.10597229003906
78,18.32546043395996,356.8059997558594,1.0262131411309383e-07,375.1314697265625
79,19.15781021118164,80.90312194824219,1.0970465780246741e-07,100.06092834472656
80,13.003783226013184,49.67164993286133,9.902736763933717e-08,62.67543411254883
81,16.884035110473633,62.413246154785156,9.04449777294758e-08,79.29727935791016
82,13.275106430053711,161.40936279296875,7.989999772917145e-08,174.68446350097656
83,19.4036922454834,31.45758628845215,8.849370658481348e-08,50.86127853393555
84,15.774553298950195,382.59344482421875,8.881087154577472e-08,398.3680114746094
85,15.209399223327637,93.03167724609375,8.320633781977449e-08,108.24107360839844
86,16.834678649902344,123.13107299804688,8.620755664878743e-08,139.96575927734375
87,14.70844841003418,56.784080505371094,9.209686169242559e-08,71.4925308227539
88,17.778329849243164,36.250572204589844,8.609667645487207e-08,54.028900146484375
89,17.882192611694336,61.72197723388672,9.854599625214178e-08,79.60417175292969
90,18.47063636779785,150.67425537109375,1.033314589449219e-07,169.1448974609375
91,13.365639686584473,69.78742218017578,8.69671055170329e-08,83.15306091308594
92,18.467647552490234,19.94464111328125,7.119451339576699e-08,38.412288665771484
93,22.236175537109375,125.16777801513672,8.920177663185314e-08,147.40396118164062
94,13.389408111572266,86.27641296386719,7.756685960202958e-08,99.66581726074219
95,17.165834426879883,23.942441940307617,7.551953018491986e-08,41.1082763671875
96,19.158388137817383,36.949798583984375,9.111009546813875e-08,56.108184814453125
97,14.545822143554688,24.450008392333984,6.942267560816617e-08,38.99583053588867
98,16.949800491333008,40.02854919433594,7.347541242097577e-08,56.97834777832031
99,14.8873291015625,62.82407760620117,7.024523540621885e-08,77.71141052246094
100,15.49660873413086,19.189451217651367,6.642996908112764e-08,34.686058044433594
101,13.18095874786377,188.03515625,7.429887460830287e-08,201.2161102294922
102,18.89052391052246,44.173091888427734,7.532354828754251e-08,63.06361389160156
103,15.444127082824707,114.81831359863281,7.337223451031605e-08,130.26243591308594
104,12.265397071838379,90.72225952148438,6.484246739546506e-08,102.98765563964844
105,16.78089714050293,42.246421813964844,7.205599672488461e-08,59.027320861816406
106,15.859931945800781,31.013103485107422,8.048784394532049e-08,46.8730354309082
107,11.67003059387207,42.590538024902344,6.615103842477765e-08,54.26056671142578
108,14.447396278381348,80.56407928466797,8.042903232308163e-08,95.011474609375
109,16.781578063964844,100.97595977783203,9.155667157756398e-08,117.75753784179688
110,14.322111129760742,75.71330261230469,8.53243733445197e-08,90.03541564941406
111,17.722095489501953,34.8970947265625,8.583377564264083e-08,52.61919021606445
112,16.385835647583008,36.12548065185547,9.495933994685402e-08,52.511314392089844
113,15.0999755859375,646.0850830078125,8.933453443660255e-08,661.18505859375
114,14.057340621948242,57.261131286621094,9.690597124745182e-08,71.31847381591797
115,16.998315811157227,42.31743240356445,1.1160175716895537e-07,59.31575012207031
116,12.325494766235352,58.42918014526367,9.87320447620732e-08,70.75467681884766
117,13.508234977722168,95.2691650390625,9.514449317293838e-08,108.77739715576172
118,19.321575164794922,67.93213653564453,1.1099820795834603e-07,87.25370788574219
119,14.150041580200195,226.34237670898438,1.031659522254813e-07,240.49241638183594
120,12.036779403686523,65.81758117675781,8.878618729113441e-08,77.85436248779297
121,19.711328506469727,46.690895080566406,1.1756524287420689e-07,66.4022216796875
122,13.452849388122559,79.98799133300781,9.686947066711582e-08,93.44084167480469
123,15.431998252868652,61.344112396240234,1.1138054389903118e-07,76.77610778808594
