iteration,weighted_content,weighted_style,weighted_tv,weighted_total
1,22.792627334594727,1941.5123291015625,0.0008517202804796398,1964.3057861328125
2,20.40635871887207,127.12625122070312,0.00016238729585893452,147.53277587890625
3,17.659481048583984,83.33088684082031,8.025184797588736e-05,100.9904556274414
4,16.712570190429688,88.5986328125,6.858813867438585e-05,105.31127166748047
5,19.906776428222656,45.507652282714844,5.9658283134922385e-05,65.41448974609375
6,16.27968978881836,200.4391632080078,5.796545883640647e-05,216.7189178466797
7,17.68954086303711,139.8989715576172,6.866073817946017e-05,157.5885772705078
8,16.5421199798584,70.11307525634766,6.219884380698204e-05,86.65525817871094
9,11.749342918395996,339.0325927734375,6.130320252850652e-05,350.781982421875
10,12.033919334411621,84.33878326416016,7.654622459085658e-05,96.3727798461914
11,14.889449119567871,181.18756103515625,6.91449677105993e-05,196.07708740234375
12,17.391454696655273,190.7024688720703,7.590113818878308e-05,208.093994140625
13,14.175186157226562,77.32861328125,8.101783896563575e-05,91.5038833618164
14,11.179048538208008,101.0987777709961,7.477583130821586e-05,112.27790069580078
15,14.133248329162598,217.78585815429688,8.489064202876762e-05,231.91920471191406
16,11.181143760681152,126.38086700439453,7.28316736058332e-05,137.5620880126953
17,16.381389617919922,39.23555374145508,7.903911318862811e-05,55.61702346801758
18,16.356414794921875,46.852882385253906,7.356690912274644e-05,63.20936965942383
19,14.434901237487793,33.24403381347656,6.939841841813177e-05,47.67900466918945
20,21.431974411010742,148.35226440429688,7.048367115203291e-05,169.78431701660156
21,17.337154388427734,114.88506317138672,7.233184442156926e-05,132.2222900390625
22,18.843103408813477,82.69511413574219,7.378087320830673e-05,101.53829193115234
23,16.368684768676758,177.52371215820312,6.769355240976438e-05,193.8924560546875
24,14.163125038146973,1100.87841796875,6.320687680272385e-05,1115.0416259765625
25,10.797836303710938,79.74371337890625,6.424551975214854e-05,90.54161071777344
26,20.38853645324707,232.8755645751953,8.976642857305706e-05,253.26419067382812
27,14.966619491577148,39.57582092285156,7.9695375461597e-05,54.54252243041992
28,16.988052368164062,66.72144317626953,9.340532415080816e-05,83.70958709716797
29,11.657035827636719,62.89159393310547,7.873580761952326e-05,74.5487060546875
30,20.16207504272461,43.852752685546875,0.00010012603888753802,64.01493072509766
31,15.730901718139648,411.5378723144531,9.111390681937337e-05,427.26885986328125
32,12.540356636047363,115.23164367675781,7.251498755067587e-05,127.77207946777344
33,15.914005279541016,106.64054107666016,8.344819798367098e-05,122.55463409423828
34,15.188727378845215,60.00131607055664,8.301572961499915e-05,75.19012451171875
35,12.956270217895508,44.58357238769531,7.940160139696673e-05,57.539920806884766
36,14.889256477355957,655.3980712890625,8.019352389965206e-05,670.2874145507812
37,14.264370918273926,271.4649658203125,8.26724644866772e-05,285.72943115234375
38,16.11302947998047,82.44257354736328,9.295702329836786e-05,98.55569458007812
39,20.566896438598633,122.2008285522461,9.680735092842951e-05,142.767822265625
40,17.193134307861328,86.9493408203125,0.00010244586155749857,104.14257049560547
41,14.650232315063477,299.1279296875,0.00010439657489769161,313.77825927734375
42,17.302698135375977,85.53160095214844,0.0001144002890214324,102.83441162109375
43,14.46555233001709,557.1382446289062,0.00010337764251744375,571.6039428710938
44,19.399065017700195,110.39512634277344,0.00013459143519867212,129.79432678222656
45,17.593399047851562,106.99748992919922,0.00012463210441637784,124.59101104736328
46,13.339874267578125,60.47770690917969,7.503162487410009e-05,73.81765747070312
47,15.25801944732666,82.62043762207031,7.22895929357037e-05,97.87852478027344
48,16.161800384521484,144.0811004638672,7.26395592209883e-05,160.24298095703125
49,13.49260425567627,136.30543518066406,5.52182063984219e-05,149.798095703125
50,12.931873321533203,61.81735610961914,6.448330532293767e-05,74.7492904663086
51,18.664926528930664,99.39845275878906,7.05082857166417e-05,118.06344604492188
52,15.015380859375,45.46940994262695,6.365390436258167e-05,60.48485565185547
