iteration,weighted_content,weighted_style,weighted_tv,weighted_total
0,40.6829833984375,206.71148681640625,0.0011741260532289743,247.39564514160156
1,32.95586013793945,191.58349609375,0.001183468266390264,224.54054260253906
2,35.133663177490234,205.80029296875,0.0015590338734909892,240.93551635742188
3,55.03740310668945,383.82122802734375,0.002337830141186714,438.8609924316406
4,44.06962966918945,283.14739990234375,0.0036052772775292397,327.22064208984375
5,35.78470230102539,208.02609252929688,0.005010378081351519,243.8157958984375
6,44.57862091064453,204.54379272460938,0.012297088280320168,249.13470458984375
7,50.08617401123047,207.85494995117188,0.023642444983124733,257.96478271484375
8,36.999725341796875,124.75083923339844,0.04364402964711189,161.79420471191406
9,47.69995880126953,169.28712463378906,0.07565142214298248,217.062744140625
10,53.173736572265625,184.54739379882812,0.07164493948221207,237.7927703857422
11,34.33720016479492,125.77371215820312,0.04622028395533562,160.15713500976562
12,86.84783172607422,431.9830322265625,0.06611276417970657,518.89697265625
13,54.680023193359375,168.30592346191406,0.06039672717452049,223.0463409423828
14,44.256446838378906,141.95616149902344,0.06631126999855042,186.2789306640625
15,49.35375213623047,160.4770965576172,0.08498311042785645,209.9158172607422
16,55.35413360595703,147.63052368164062,0.09548414498567581,203.08013916015625
17,40.28606033325195,102.38978576660156,0.08266180753707886,142.7584991455078
18,48.598480224609375,138.9143829345703,0.09119553118944168,187.60406494140625
19,70.14495849609375,205.63693237304688,0.10996592044830322,275.891845703125
20,59.738319396972656,151.59010314941406,0.09287898242473602,211.4213104248047
21,45.30431365966797,154.9599609375,0.07605697959661484,200.34033203125
22,59.09915542602539,147.0967254638672,0.10932686179876328,206.30520629882812
23,50.38334274291992,152.05593872070312,0.09486328065395355,202.53414916992188
24,66.92125701904297,141.500244140625,0.13728514313697815,208.5587921142578
25,50.1789436340332,132.9345703125,0.10363493859767914,183.21714782714844
26,57.16682052612305,155.64608764648438,0.12287851423025131,212.935791015625
27,39.17869186401367,94.10374450683594,0.09161674231290817,133.37405395507812
28,54.221492767333984,120.06255340576172,0.12413030117750168,174.40817260742188
29,54.539344787597656,126.04166412353516,0.11501999199390411,180.69602966308594
30,51.80274200439453,171.9012451171875,0.10318995267152786,223.8071746826172
31,104.60542297363281,354.2071228027344,0.18292644619941711,458.9954833984375
32,71.00837707519531,155.5903778076172,0.1506037563085556,226.74935913085938
33,61.322879791259766,111.13775634765625,0.16020330786705017,172.62083435058594
34,87.25813293457031,216.6468505859375,0.19035302102565765,304.0953063964844
35,59.664878845214844,120.48794555664062,0.13934437930583954,180.29217529296875
36,27.708873748779297,60.680816650390625,0.06553501635789871,88.45523071289062
37,67.95598602294922,196.07545471191406,0.11328835785388947,264.14471435546875
38,54.53739547729492,132.31912231445312,0.1092681884765625,186.96578979492188
39,83.53814697265625,211.93421936035156,0.15046577155590057,295.622802734375
40,81.25128173828125,164.20860290527344,0.1731186956167221,245.6330108642578
41,81.20606994628906,131.04995727539062,0.24260926246643066,212.49864196777344
42,54.37885284423828,96.74251556396484,0.1623164862394333,151.28369140625
43,105.64947509765625,217.72093200683594,0.22577200829982758,323.59619140625
44,75.41798400878906,192.49041748046875,0.18512709438800812,268.093505859375
45,44.377288818359375,92.8515625,0.10156060010194778,137.33041381835938
46,73.20594024658203,164.29205322265625,0.16732236742973328,237.66531372070312
47,47.7570915222168,101.41912841796875,0.14466986060142517,149.32089233398438
48,71.08309936523438,114.1160659790039,0.19546091556549072,185.39462280273438
49,45.032569885253906,56.70945358276367,0.15596209466457367,101.89797973632812
50,43.306419372558594,65.96996307373047,0.13754254579544067,109.41392517089844
51,56.31190490722656,72.82762145996094,0.1738722175359726,129.3134002685547
52,45.06208419799805,110.1297607421875,0.13920024037361145,155.3310546875
53,72.74146270751953,114.4552001953125,0.2130952924489975,187.4097442626953
54,45.545658111572266,52.12225341796875,0.1683514416217804,97.83625793457031
55,43.657562255859375,79.79530334472656,0.1947241723537445,123.64759063720703
56,60.9043083190918,70.18038940429688,0.2729564309120178,131.35765075683594
57,47.75453567504883,80.96173095703125,0.20574815571308136,128.92201232910156
58,55.955238342285156,107.62774658203125,0.21467970311641693,163.7976531982422
59,53.342857360839844,89.6351318359375,0.23056064546108246,143.20855712890625
60,64.98345184326172,67.74079895019531,0.25070682168006897,132.97494506835938
61,69.91796875,107.11068725585938,0.3007424771785736,177.3293914794922
62,69.42962646484375,83.99797821044922,0.29617658257484436,153.72378540039062
63,39.4896125793457,56.47150802612305,0.19708150625228882,96.158203125
64,47.46851348876953,127.22428131103516,0.21305401623249054,174.90585327148438
65,37.73508834838867,42.681243896484375,0.1988830715417862,80.61521911621094
66,30.157814025878906,40.104373931884766,0.17282778024673462,70.43502044677734
67,39.09804153442383,61.146141052246094,0.2067614644765854,100.4509506225586
68,47.13867950439453,73.74180603027344,0.2640684247016907,121.1445541381836
